True,Pred,AbsDiff,RelErr
1.6621,1.7314,0.06925821250942014,4.17
2.3379,2.3729,0.03505424368033063,1.5
1.8301,1.9096,0.07949779871166245,4.34
2.1699,2.2699,0.09998099819465697,4.61
1.066,1.0668,0.0008395891852566945,0.08
2.934,3.0228,0.08875077464450663,3.02
3.8997,3.8055,0.09413925854817426,2.41
0.10034,0.10847,0.008135109095765097,8.11
3.557,3.6814,0.1244387399486189,3.5
0.44304,0.45968,0.016642115250171775,3.76
2.4468,2.5446,0.0978498850280367,4.0
1.5532,1.6118,0.05859692824713596,3.77
0.086901,0.061067,0.025834086010540415,29.73
3.9131,3.9128,0.0002713208432833718,0.01
1.6214,1.6866,0.06520582796039016,4.02
2.3786,2.4454,0.06672330927044912,2.81
2.6318,2.7027,0.07085195833567341,2.69
1.3682,1.3326,0.03559775273805918,2.6
0.95016,1.0752,0.12505998560690787,13.16
3.0498,3.0561,0.006239390995922599,0.2
3.9657,3.8984,0.06722127639371332,1.7
0.034336,0.11666,0.0823231437689305,239.76
2.193,2.2569,0.06394919858762892,2.92
1.807,1.7989,0.008071059410015515,0.45
0.6074,0.57798,0.029419381366711298,4.84
3.3926,3.5273,0.13473678042761747,3.97
2.1898,2.227,0.037235735523821735,1.7
1.8102,1.8114,0.001209255969594527,0.07
2.3847,2.4841,0.09937404087587462,4.17
1.6153,1.6231,0.007742286483978748,0.48
1.1648,1.0828,0.08198780397107852,7.04
2.8352,2.9911,0.1559134375222354,5.5
0.0089484,0.029924,0.020975700226690885,234.41
3.9911,3.873,0.11804660096758399,2.96
2.7718,2.8302,0.05842088667591412,2.11
1.2282,1.1871,0.041098661778700286,3.35
0.68118,0.70151,0.02033051893090779,2.98
3.3188,3.3465,0.02764995479200644,0.83
1.9648,2.0009,0.036098476422142804,1.84
2.0352,2.1521,0.1168888360794135,5.74
0.31721,0.29252,0.02468663606083259,7.78
3.6828,3.5952,0.08763675028205918,2.38
3.3273,3.4306,0.10330537256115967,3.1
0.6727,0.67092,0.001779971909890715,0.26
3.6292,3.6466,0.01741579742647462,0.48
0.37085,0.38451,0.013662723008244,3.68
1.2019,1.2454,0.04347298011408925,3.62
2.7981,2.7621,0.03603886790674757,1.29
0.67334,0.78035,0.10700934538627922,15.89
3.3267,3.3846,0.05794393842327254,1.74
3.3382,3.4339,0.0956958724292746,2.87
0.66177,0.66978,0.008014486883138558,1.21
2.4715,2.5576,0.08617772333961951,3.49
1.5285,1.5822,0.05367681063550628,3.51
